label,text
1,"""價格偏高,好像連雲港這地方的酒店都偏貴.早飯不好.房間還不錯,窗外風景還行.最重要是房間的窗戶很隔音.床小,還是明珠萬豪的床好些."" 
"""
1,"知道網線接口在哪兒嗎？比高家莊的地道口還隱蔽。在床頭櫃後面！想不道吧？看你怎麼用。1：自帶4米以上網線；2：自帶小板凳：3：房間的垃圾桶可翻過來坐...... 
"
1,"瀋陽市政府的酒店，比較大氣，交通便利，出門往左就是北陵公園，環境好。
"
1,"""政府酒店感覺很氣派,而且很乾淨,整個酒店的房間佈局也很整齊.5月份入住的,由於第一天房間不能上網,和前台協調又換了一間可以上網的,還幫忙調試了筆記本,服務很周到.正好住的兩天都有人結婚,感覺酒店一樓的宴會廳很適合婚禮"" 
"""
1,"""總體還可以,就是前台服務員還不夠敬業,在登記入住後,看都沒看是不是本人,就把我客人的護照給了其它人,幸虧就在旁邊,要不然不知後果怎樣,之後連說聲不好意思,或對不起都沒有!!!希望改進!!!"" 
"""
1,"6月下旬去丹東，在攜程網上預定了丹東國際酒店2天的住宿。24日傍晚抵丹東，便打車去酒店。丹東城市不大，一說國際酒店，司機都知道。酒店在一條不起眼的小街上，周圍環境一般。到總台一問，接待員說沒有收到攜程的預定單。我給他們看了手機收到的攜程確認短信，接待員說那好吧，就按攜程預定價住下吧。我說，能不能給個朝鴨綠江的房間，接待查了一下電腦，說可以，不過房間小了點，我說沒關係，反正一個人住。安排的是15層（接待員還真滿足了客人看江的要求），進了房間，往窗外一看，蜿蜒的鴨綠江就在眼前，朝鮮一側的房屋和農田也清晰可見，稍遠處隱約可見鴨綠江橋！房間略顯舊了些，但床、被還較整潔、乾淨。這江景房的性價比應該是超值的！想當年國際酒店在丹東大概是數一數二的，現在來看，裝修上比不上新開業的，大堂不太光亮，樓層的電梯口也只開了一小部分燈光，但服務上還不錯。服務員遇到客人都會問好。特別值得一提的是23樓的旋轉餐廳，可以與深圳國貿和上海新錦江頂樓的旋轉餐廳相比拼！畢竟是在丹東那麼一個邊境小城裡。20元的自助早餐較豐盛，再加上可以面對鴨綠江，飽覽異國風光（儘管是農田沙洲景色）。在丹東國際酒店2天的停留還是給我留下來不錯的印象。
"
1,"這次去北京，是要去北師大辦事，所以特意留意了下附近的賓館。住了兩天，首先該賓館很好找，離西四大街很近，公交車護國寺站下步行兩分鐘就到。因離公交站近，去哪坐公交都方便，很省錢省事。賓館外有很多小吃店，價位比王府井小吃街要便宜，護國寺街上報刊廳、2毛一分鐘的公用長途電話、水果攤、24小時便利店、網吧應有盡有，很方便。房間很乾淨，在這方面，在北京住過的幾個三星級的還不如這家二星級的。房間暖氣也開得足夠，缺點就是沖澡時水溫太低，而且忽冷忽熱，不知道是什麼原因。衛生間的插座不能充電，窗頭櫃下沒插座，所以只能在電視機櫃後充電，不太方便。另賓館對面的菸酒店裡的煙不能買，多是假的。賓館服務員都很熱情，讓人感覺很好。推荐一個！
"
1,"""房間設備太破,連噴頭都是不好用,空調幾乎感覺不到,雖然我開了最大另外就是設備維修不及時,洗澡用品感覺都是廉價貨,味道很奇怪的洗頭液等等...總體感覺服務還可以,設備招待所水平..."" 
"""
1,"總體感覺不錯，美中不足的是房與房之間隔音效果不太好，還有房價感覺稍高。
"
1,"""設施雖稍陳舊一些,但良好的服務給人溫暖.酒店所處地理位置和環境極好.對年齡較大的個人旅遊者而言,入住該酒店不失為較佳選擇."" 
"""
1,"房間比較乾淨，衛生間太小，轉身都費勁。地理位置一半，因在胡同里，不容易找到。服務一般。
"
1,"總體很滿意，但有一點需改進，我在9樓入住，走時到1樓前台結帳時由9樓層服務員檢查房間，發現我有零星物品遺失在房間，我當時請他們送下來，結果答復是到4樓客房服務部去取，我到了4樓，又說服員員沒時間，又要到9樓去取。當然這沒什麼，但是如果他們給東西送下來，哪怕是到4樓就取到了東西，我會對酒店有更好的印象。
"
1,"環境不錯，室內色調很溫馨，MM很滿意！就是窗戶收拾得太馬虎了，拉開窗簾就覺得很凌亂的感覺。最不足的地方就是淋浴了，一是地方太小了，二是洗澡時水時大時小的，中間還停了幾秒！！
"
1,"4年前住過。酒店設施這個價格還算值，尤其是黃金周期間。臨海位置很好。高層，大部分房間都可以看到海。前台接待的小姐態度很生硬，登記的姓名沒一個字是對的。算啦，不影響住也就不計較了。
"
1,"西餐廳的晚餐不錯，68的自助餐，吃得捧著肚子出門。一個字，棒！早餐就差遠啦！還敢號稱68，一個字，汗！賓館反饋2008年8月14日：尊敬的賓客：您好！感謝您入住金陵溧陽賓館！並給我們留下寶貴的意見！對於早餐的問題我們將做及時的調整。我們一定會繼續努力與進取，發揚金陵溧陽賓館“以客為尊”的服務理念，讓每一位賓客都能對金陵溧陽賓館留下美好而深刻的印象。再次向您表示感謝！期待您的再次光臨！祝您工作順利！身體健康！金陵溧陽賓館客務關係主任
"
1,"早餐很不錯，離市中心比較近，購物方便，但是5號樓的房間相當於3星標準。不過相對於房價也值了補充點評2008年8月11日：另外，房間提供的拖鞋太小了，根本穿不下，難道是給女士設計的？我是42碼的腳啊。賓館反饋2008年8月14日：尊敬的賓客：您好！感謝您入住金陵溧陽賓館！並及時把您的感受和意見告知我們！對於你提出的拖鞋太小的問題。等您下次入住金陵溧陽賓館時只需向我們的服務員提出。我們將根據您的意見記錄特別需求，提供您滿意的服務！，發揚金陵溧陽賓館“以客為尊”的服務理念，讓每一位賓客都能對金陵溧陽賓館留下美好而深刻的印象。再次向您表示感謝！期待您的再次光臨！祝您工作順利！身體健康！金陵溧陽賓館客務關係主任
"
1,"房間稍小，但清潔，非常實惠。不足之處是：雙人房的洗澡用品只有一套.賓館反饋2008年8月5日：尊敬的賓客：您好！感謝您選擇入住金陵溧陽賓館！對於酒店雙人房內的洗漱用品只有一套的問題，我們已經召集酒店相關部門對此問題進行了研究和整改。努力將我們的管理與服務工作做到位，進一步關注賓客，關注細節！再次向您表示我們最衷心的感謝！期待您能再次來溧陽併入住金陵溧陽賓館！讓我們有給您提供更加優質服務的機會！順祝您工作順利！身體健康！金陵溧陽賓館客務關係主任
"
1,"3人間還是比較大的，就是暖氣不是太暖和，時冷時熱。被單會有油污的地方，不過還可以接受。洗漱間和廁所沒有暖氣洗澡剛開始會較冷。24小時熱水、比較周到的服務、桶式飲用水還是不錯的。周圍環境還可以比較安靜，西到西直門、動物園；北到積水潭、新街口豁口；南到西單；東到后海還是比較方便的地理位置。豁口新開的新華百貨商場比較氣派，還不錯可以逛逛。推薦居住！
"
1,"該酒店對去溧陽公務或旅遊的人都很適合，自助早餐很豐富，酒店內部環境和服務很好。唯一的不足是酒店大門口在晚上時太亂，各種車輛和人在門口擠成一團。補充點評2008年5月9日：房間淋浴水壓不穩，一會熱、一會冷，很不好調整。賓館反饋2008年5月13日：非常感謝您選擇入住金陵溧陽賓館。您給予我們的肯定與讚賞讓我們倍受鼓舞，也使我們更加自信地去做好每一天的服務工作。正是有許多像您一樣的賓客給予我們不斷的鼓勵和讚賞，酒店的服務品質才能得以不斷提升。對於酒店大門口的秩序和房間淋浴水的問題我們已做出了相應的措施。再次向您表示我們最衷心的感謝！我們期待您的再次光臨！
"
1,"我們住的是8號五星樓，總體來講還可以，服務還有些欠缺，退房是時間太長賓館反饋2008年5月6日：非常感謝您入住金陵溧陽賓館，並通過網站將您的入住感受與我們分享。我們賓館始終致力於不斷提升酒店的軟件和硬件設備，為客人提供良好的入住環境和美好的入住體驗，您的意見我們已做過專題討論會，對於退房等一系列服務已做出改進。恭候您的再次光臨！
"
1,"我預定了大床間，可是所謂的大床只有1.5米寬，房間倒是很大。值得推薦的是自助餐，酒店客人50元/人，還是不錯的。但餐廳服務員難得見到笑容，而且不太理睬客人的招呼，不好。
"
1,"幫JJ定的好像不怎麼樣哦水好像差點意思補充點評2008年3月29日：我點了3分怎麼還是顯示4分啊
"
1,"""位置不錯,在市中心.周圍吃飯等很方便.房間一如既往的干淨"" 
"""
1,"房間還可以，樓下有食街，服務態度很好！不過網絡不太好，總是斷線；早餐一般般。
"
1,"不錯的酒店，房間乾淨，安靜（15樓）。客戶請客就在酒店的包房吃的，味道很好。中式早餐略有不足，沒什麼可選，味道還可以。
"
1,"酒店的設施稍微老了一點，是四星級酒店的一個附樓。但是服務不錯，而且酒店的價格非常吸引人。下次還會入住的！補充點評2008年2月22日：我住的是150的。還不錯，冬季裡沒用霉味！
"
1,"""住的是350的大床房,以四星標準衡量的話,家具太舊,房間太小,早餐品種單一,別的總體來說還可以吧,地段不錯,服務也滿好."" 
"""
1,"去住的話最好是住朝向大院的房間，因為酒店後面有中央空調的一些設備，晚上響起來的話影響休息的。早餐很一般，沒甚麼好吃的東西。酒店旁邊有條小路，那裡有幾家實惠的小飯店，比如私家菜甚麼的。總的來說，出差宜興，國際飯店還是第一選擇。
"
1,"服務很熱情，交通也很便利，下次如果去北京我還會選擇這家酒店! 
"
1,"入住的時候，恰逢前台的POS機壞了，只能預付現金，有些不便。不過位於一樓的餐廳真是物美價廉，值得一去。
"
1,"房間很清潔，洗手間裝修好。早餐非常豐盛，豆腐腦很好吃！交通很方便。隔音不夠好，我們的鄰居夜裡1點多電視聲音開的很大，投訴後酒店服務人員去與隔壁鄰居協商解決了。
"
1,"""硬件很好,服務質量也很好,特別是酒店周圍環境非常優雅.早餐也不錯,下次去還會入住"" 
"""
1,"""雖然表面看很一般,但裡面裝修還是很精緻的,住著乾淨,舒服;以後去宜興首選還是宜興賓館!"" 
"""
1,"整個酒店的環境、設施等都很不錯，但讓服務員拿份地圖，卻一直沒拿來，價格好像比以前也高了一點。不過性價比還是令人滿意的。
"
1,"自助早餐非常好，服務很周到，下次還會去住。
"
1,"前台小姑娘很有意思，經常入住，都熟了，呵呵
"
1,"相當於五星的服務，好於四星的早餐，差不多三星的房價就是要藉東西補充點評2008年5月12日：有個印度啊三，很有派頭，服務熱情
"
1,"各方面都不錯，性價比也比較高。就是有些房間內設施要打電話才送來，例如電吹風，地圖等。我住的是B區，好像要檔次低一些，但還可以，只是我住的房間剛好有半堵牆擋住了風景，但是我同事住的對著湖面很漂亮。健身區正在裝修，所以沒能去游泳和運動很遺憾。大堂滿高檔的。房間內飾比較樸素。早餐還行。區位也還行，雖然離漂亮的團還有點距離。
"
1,"這次入住的宜興賓館性價比還是比較高的，房間很大，房內佈置也比較溫馨。早餐品種太少了，服務員態度比較好。
"
1,"""我是10月20日一家人入住的,北京五日遊,從門童,櫃檯接待,餐廳服務,衛生,都比較溫馨,熱情,禮貌,給人一種賓至如歸之感.入住,結帳都很及時,速度很快.到北京各景點交通很方便.周圍的景點步行10分鐘到達的有梅"" 
"""
1,"如家，一貫的風格，房間也是這樣，怎麼說，如家的價格還是比較實在，在上海住店，能乾淨、價格優惠就行了。。。
"
1,"離機場很近，房間裡的床很大，裡面還有一面鏡子
"
1,"還行吧，不算失望，離地鐵2號線要走500M左右，但在中環旁邊，自己開車去比較方便。
"
1,"""在攜程上訂了一天，實際入住兩天，酒店照攜程價加收了一天房費，並為我免費升級了商務房。中間問酒店前台借過指甲剪，他們說沒有，建議這類的小物品還是應該提供服務方便客人。吃過一頓自助早餐，品種還算可以，就是沒有牛奶，只有豆漿和咖啡。總體感覺還算可以，酒店也比較新比較乾淨，就是隔音比較差，經常很吵，酒店出門就有地鐵和公交線，有公交直達上海動物園呵呵。還有酒店延遲退房時間沒有商量餘地，這個不好玩。賓館反饋2008年5月20日：感謝您對我們酒店的評價,更加感謝您對我們提的建議。在我們如家酒店的服務規範中，指甲剪之類的租借物品前台是應該免費提供給客人方便的。對這次未能向您提供服務，給您所造成的不便，我們誠懇致歉，請您原諒！以後我們酒店會加強對此類細節的關注，不再讓您失望！自助早餐每天的品種是不一樣的，一般是Ａ．Ｂ．Ｃ三套互換的，飲料中牛奶、豆漿、咖啡、紅茶和橙汁等幾種飲料也是互換的，今後夏天我們還會增加一些冰凍冷飲。您假如需要牛奶，可以向我們的服務生提出，她們會很樂意為您服務的。，歡迎您下次光臨我們如家快捷北虹路店，我們一定會讓您感覺到我們一天天的進步，也希望您給我們這樣的機會證明給您看！""
"""
1,"很不錯的酒店。雖然離地鐵站有一定距離，可是還是挺方便的。房間的床很大很舒服。但是相對的，別的空間就縮小了。。。不過我還是很喜歡那張床。。。早上服務員的聲音有些響希望可以改進下
"
1,"超讚！雖然窗正對中環，但一點也不覺得吵。房間很乾淨、整齊，給人很舒服的感覺，服務也很好，價格也不貴，非常滿意！
"
1,"7月25日到家人到泰山玩，通過攜程訂的華僑大廈的房間（說是搞活動，花280升級到360的房間，但是實際我們也不知道280和360的房間到底是怎樣的）。對華僑大廈的評價和以前很很多網友的評價一樣：服務很熱情，但是設施太陳舊（在攜程網上看酒店的反饋，說是有新裝修的房間，但是訂房的時候攜程的工作人員不知道我們訂的房間是否是新裝修的，這點希望攜程以後把工作做仔細一些）。入住華僑大廈從門童、前台帶房間服務人都態度很好，很熱情，對客人的要求反應很快（我因為帶了孩子，要求多送一套洗漱用品到房間，剛放下電話沒多久服務員就送來了），對一些我們詢問的怎麼去泰山玩，附近有什麼好吃的等問題都很耐心的回答。房間有歡迎果盤，而且分量不小，很實在，呵呵。但是華僑大廈的設施確實太陳舊了，很多地方的牆紙已經脫落，房間的浴室比較小，而且沒有獨立的淋浴間，感覺老人和小孩使用時比較不方便。但是良好的服務還是可以彌補這些不足的，而且價錢也不貴，感覺還可以接受。
"
1,"大堂不錯，有四星的樣子，房間的設施一般，感覺有點舊，衛生間細節不錯，各種配套東西都不錯，感覺還可以，有機會再去泰山還要入住。
"
1,"""裝修較舊,特別是地毯的材質顏色顯得較髒,與四星的評級很不相稱,門童很熱情,贊一個""
"""
1,"住過好多次這家酒店了，上次來到前台，服務員能準確的報出我的名字，感覺很親切。四星級就是不一樣。而且當天服務員還給我安排了一間商務單間，房間很新，比我訂的要好價格沒變。說是酒店搞活動，像我們這樣的商務客人都有機會享受，不錯。
"
1,"非常不錯的酒店，依山傍水，裡面大片森林，散散步很不錯，坐在湖邊也休息也是不錯的選擇；房間很幽靜，房間的設施很好，服務員態度也很好。
"
1,"不知怎麼回事，一直想給泰安華僑大廈點評，卻一直未成功。因為酒店的服務很好。前一段時間和同事一起去泰安爬泰山，晚上12點出發，前台的服務員告訴我們山上氣溫低，讓我們多加件衣服。挺細心的。因為凌晨退房，走的急，錢包落在床下了。快到山腳時，酒店的服務人員給我們打電話，說撿到我們的錢包了。我們這才發現錢包丟了。當即回到酒店，記得那位值班人員叫蘇秀，我們在此表示感謝。謝謝！賓館反饋2008年6月1日：我們酒店是老牌四星級酒店，員工素質高，個個都有十幾年的服務經驗，對客服務在泰城數首屈一值，賓客選擇我們酒店會住得溫馨、安心、放心的。
"
1,"我是1月6日入住華僑大廈的，來時在車上受了點風寒，入住登記時，不住的打噴嚏，總台服務員立刻關切的詢問我是否感冒了？最讓我感動的是，剛進房間，客房服務員竟然送來了一碗熱騰騰的紅糖薑水，這種人性化的服務真的讓人感到溫暖。不愧為泰安市唯一一家四星級酒店，從酒店到岱廟步行只有五分鐘的距離，還有金鑰匙服務中心贈送的市區圖和泰山地圖。酒店的服務，先於客人開口之前。酒店金鑰匙為我們租車、訂票，在回到家的第二天，我們還意外的收到了他們的問候的短信，到現在我們還是非常高興選擇了泰山華僑大廈。而且我們還約定，08年的春天帶著朋友重遊泰山。
"
1,"不錯的酒店!房間較大並舒適!因為是住21層很安靜!1樓餐廳菜餚價廉物美就是品種很少!是桐鄉很好的酒店!
"
1,"在桐鄉是不錯的選擇，大堂很大。打車方便。
"
1,"性價比較高，硬件設施比過去更加改善。滿意！
"
1,"我住的是豪華大床房，硬件不錯，可惜床單上有細小毛髮，不過服務台獲知後馬上就換了。自助餐很好。這是桐鄉最好的酒店了。
"
1,"""性價比很高的一家~也是我目前最滿意的一家.門口就有便利,水果店,離久光百貨5分鐘步行,離2號線靜安寺5分鐘步行.酒店服務很到位!表揚~房間叫餐好方便,味道足,量足,價格平民~以後我會一直選擇這裡的.呵呵,大家記得早點預定哦!"" 
"""
1,"""商務標間房間比較大,但洗手間很小.隔音效果也不太好.總體說來還算乾淨,整潔.交通很方便,離靜安寺很近."" 
"""
1,"房間太小了，而且我自己用格林豪泰的會員卡定的房間比攜程定的房間好，他是五樓的最後一間房，好像是522吧，房間很大，而且床也超大的，比1米8的大多了，希望攜程以後可以提供這樣的房間
"
1,"位置：鬧中取靜，交通便利。門前有小型超市，東西一應俱全。老鴨粉絲小吃，酒店餐廳伙食也不錯。步行離久光5分鐘路程、離南京西路大型購物商場恆龍廣場、梅龍鎮、中信泰富20分鐘，與淮海路平行，上街購物超級棒！房間：我住豪華雙人間，環境不錯，乾淨衛生，24小時熱水，冷暖空調都有，還有雜誌供閱讀。唯一美中不足是電視有些小。服務態度也不錯能及時反饋客人要求。下次去還會住。
"
1,"訂的標準間，但免費升級為行政間，不錯。酒店環境不錯，服務也很好。但酒店門口的停車場竟然要收費，感覺很不好，第一次碰到這種狀況，希望下次去，住店的客人能夠免費，不是因為20元的原因，是因為你們是五星級酒店，自然應該有真正五星級的服務。
"
1,"很安靜，周圍環境不錯。交通較便捷。但周圍娛樂設施，或者飲食之處不多。
"
1,"""房間有些舊了.而且我住的房間進去後居然沒有打掃出來.前台和服務員協同不好.補充點評2007年12月9日：這家酒店的服務大不如從前,設施也舊了,以後不住了."" 
"""
1,"""這家酒店位置,房間性價比都不錯的.但不知是不是由於客人多,服務自然下降.攜程的客人好像在這裡不太受歡迎.每次入住,要不是訂的大床間沒有,要不是房間沒有,要不是還沒有打掃出來.而且不能積會員卡的分.前台說是上面規定的,也沒有什麼依據.補充點評2007年12月9日：這家酒店的服務越來越差,酒店設施也舊了,大不如從前.以後不住了."" 
"""
1,"""攜程這次不錯，訂的行政房給我免費升級到了8號樓的山景房。對於酒店，總結一下：超5星的環境4星的房間3星的設施和服務酒店分棟依山而建，酒店裡有專門的散步路線圖，要把整個酒店的山景從容走完至少1小時，期間山水橋路，鳥叫蟲鳴，空氣清新，心曠神怡！8號樓是酒店最好的一棟樓了（價格最貴），進入房間，房間寬大，落地窗外就是山景翠色。但其大床一看就知不會很舒服，床很低，床墊質量不好，床上用品雖然乾淨但明顯成色已經舊了灰撲撲的顏色，摸上去硬邦邦的，家具電器以及衛生間用品都很一般。68一位早餐品種還是比較豐富，吃飽沒問題，精緻美味就談不上了。各處的服務員態度還是很好但服務意識和服務質量應提高，酒店有寬闊的停車場，不過無論住店客人均收費。賓館反饋2008年7月10日：您好!感謝您對紅珠山賓館提出的寶貴意見,我賓館現已經將布草全部更換,您的意見我們已經交給相關部門進行處理,我們誠懇地期待您的下次光臨!""
"""
1,"在呼市出差，入住金輝酒店。酒店的房間、設施等相關條件，在300元左右的房價中算不錯的。服務員態度很好。估計因為是工行下屬的關係吧，酒店裡沒有那些亂七八糟的人，也沒有騷擾電話。最滿意的是酒店的地理位置極佳，餐飲、購物、銀行、景點全離得很近。下次來呼市還會選擇這裡。補充點評2008年7月14日：金輝酒店自己的自助餐是38元一位，菜品冷+熱+主食大概在20種左右，感覺與38元的價格比較全理。酒店2樓餐廳也可以點菜，如果您是2位以上用餐，就選擇點菜吧，菜價不算貴，菜量那是相當的大。服氣了。
"
1,"1.酒店承諾接機，飛機本來應該在晚上10：00到，但是因為稍晚再加取行李，10：30分才出來，酒店的服務生已經在出口舉牌等了，雖然只有我一個人，但仍很熱心，態度很好的送我回了酒店。很感謝！（酒店在市中心，機場離市區蠻遠，酒店的接機真的很方便。）2.酒店樓很高（比想像的），價格合理，很乾淨不知道官方是怎麼評級的，個人覺得是不錯的3星補充點評2008年6月23日：:-)已經1個多月了，想起來還是覺得酒店不錯看來以後如果我機會再去HHHT，肯定還會住這裡的
"
1,"我已經住過兩次了。比較滿意，特別是接機服務，一個人也接，及時周到。寬帶速度也比較快。但是沒有大家說的免費果盤。
"
1,"酒店位置離火車站很近，走路10分鐘不到就能到。。。服務不錯，有送果籃，但是部分水果有點爛爛的。。。我覺得既然要送，就送好一點的，不然乾脆就別送了。。。酒店整體不錯，房間也很好。。
"
1,"價廉物美的好選擇，晚上到機住十分合適，服務很熱情，房間沒地毯很清爽，海景很好看
"
1,"""其他都可以,儘管不夠5星標準,但還是很乾淨寬敞,最不能忍受的在度假區吃的自助海鮮晚餐,整個被蒼蠅包圍了,眼看著食物上落滿了蒼蠅,花了不少錢,落了一肚火....過道的海灘很美,很靜,""
"""
1,"酒店服務員態度很好，晚上還送兩個小玩偶到房間．但是酒點的自助早餐實在不感恭維。因為餐廳是敞開式的，所以沒有空調（喜來登也是這樣，但也有封閉的帶空調的餐廳，客人可以自己選擇），雖然海風習習，還是會有些汗，如果吃現燒的米粉，會很熱。但是最受不了的是蒼蠅蚊子，蒼蠅在食物上或飛或停，蚊子圍著我們打轉。所以每次早餐，我們點現煮的，並且以超快的速度吃完。
"
1,"""我們從6月21日到6月25日在亞太(二期)一共住了四個晚上,原本想在這個酒店住兩天,再到亞龍灣住兩天,但我老公覺得這樣太累了,所以就沒有定其他酒店,現在想想覺得有些後悔.首先,亞太國際會議中心的服務的確不錯,差不多每天見到的服務員都能主動與客人打招呼,而且非常親切(但除了三期中餐廳的收銀員,態度較冷淡);賓館大堂還是比較漂亮的,游泳池也很美,由於我事先再三要求住在五樓,而且一定要100%海景房,所以攜程這點也盡量做到了(在此表示感謝),房間比較陳舊,連我不講究的老公都覺得不太符合五星級的標準,但是廁所是蘭色的主題,很乾淨,很大,我和我兒子都很喜歡.早上起床,我迫不及待地打開厚厚的窗簾,給我的第一感覺就是:美極了!棒極了!這家酒店的早飯一般般,由於我們連住了四天,每天吃的都差不多,品種看上去蠻多的,但味道實在不敢恭維,而且最要命的是除了房間,前台(有一個立式空調)以外,酒店的任何地方都沒有空調(連吊扇也沒有),我們早上每天都吃得大汗淋淋,熱得實在是吃不消.但餐廳環境還是不錯的.我們去了一次三期吃飯,感覺環境比二期要好,而且餐廳有中央空調(但那裡似乎服務員都不怕熱,即使有空調也不開).總的來講:服務不錯,環境不錯,離大海沙灘很近,三亞是個很美的地方,我和兒子走的時候都有些依依不捨,但是由於三亞本身是個很熱的地方,這個酒店沒有空調,太熱了,所以下次去的話除非冬季去會住在那裡,其餘季節不會再住這個酒店了(真是覺得很可惜)""
"""
1,"""入住的是度假區的豪華海景房,前台給了5樓(最高6樓),然後差不多100%的海景,雖然是掛牌5星的,但是本人覺得是4星的標準,和我後來入住的5星喜來登差了蠻多的,不過整體來說還是符合他家的價錢的."" 
"""
1,"""酒店的設施和環境都不錯的,就是周圍沒有什麼集市和超市,在房間的陽台上就能看到一望無際的大海,真的心情非常的不錯.唯一的就是每天的早餐都是一樣的東西.離機場和市區也不是太遠.(30元內都能搞定)."" 
"""
1,"酒店非常棒，，環境一流，。。太美了，。。空氣，綠化，。人流量。。溫泉。。有機會可以再去。。。攜程也經最大努力安排了很多事。。
"
